discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,participant_title,athlete_full_name,country_name,country_code
Canoe Sprint,montreal-1976,C2 500m canoe double men,Men,SILVER,GameTeam,Poland team,Andrzej GRONOWICZ,Poland,PL
Canoe Sprint,montreal-1976,C2 500m canoe double men,Men,BRONZE,GameTeam,Hungary team,Tamas Jr. BUDAY,Hungary,HU
Canoe Sprint,montreal-1976,C2 500m canoe double men,Men,BRONZE,GameTeam,Hungary team,Oszkar FREY,Hungary,HU
Canoe Sprint,montreal-1976,K4 1000m kayak four men,Men,GOLD,GameTeam,Soviet Union team,,Soviet Union,
Canoe Sprint,montreal-1976,K4 1000m kayak four men,Men,SILVER,GameTeam,Spain team,,Spain,ES
Canoe Sprint,montreal-1976,K4 1000m kayak four men,Men,BRONZE,GameTeam,East Germany team,,German Democratic Republic (Germany),DDDE
Canoe Sprint,montreal-1976,K1 500m kayak single women,Women,GOLD,Athlete,,Carola ZIRZOW,German Democratic Republic (Germany),DDDE
Canoe Sprint,montreal-1976,K1 500m kayak single women,Women,SILVER,Athlete,,Tatyana KORSHUNOVA,Soviet Union,
Canoe Sprint,montreal-1976,K1 500m kayak single women,Women,BRONZE,Athlete,,Klara RAJNAI,Hungary,HU
Canoe Sprint,montreal-1976,K2 500m kayak double women,Women,GOLD,GameTeam,Soviet Union team,Nina GOPOVA-TROFIMOVA,Soviet Union,
Canoe Sprint,montreal-1976,K2 500m kayak double women,Women,GOLD,GameTeam,Soviet Union team,Galina KREFT-ALEKSEEVA,Soviet Union,
Canoe Sprint,montreal-1976,K2 500m kayak double women,Women,SILVER,GameTeam,Hungary team,Anna PFEFFER,Hungary,HU
Canoe Sprint,montreal-1976,K2 500m kayak double women,Women,SILVER,GameTeam,Hungary team,Klara RAJNAI,Hungary,HU
Canoe Sprint,montreal-1976,K2 500m kayak double women,Women,BRONZE,GameTeam,East Germany team,Bärbel KÖSTER,German Democratic Republic (Germany),DDDE
Canoe Sprint,montreal-1976,K2 500m kayak double women,Women,BRONZE,GameTeam,East Germany team,Carola ZIRZOW,German Democratic Republic (Germany),DDDE
Diving,montreal-1976,3m springboard women,Women,GOLD,Athlete,,Jennifer Kay CHANDLER,United States of America,US
Diving,montreal-1976,3m springboard women,Women,SILVER,Athlete,,Christa KÖHLER,German Democratic Republic (Germany),DDDE
Diving,montreal-1976,3m springboard women,Women,BRONZE,Athlete,,Cynthia POTTER-MCINGVALE,United States of America,US
Diving,montreal-1976,10m platform women,Women,GOLD,Athlete,,Elena VAYTSEKHOVSKAYA,Soviet Union,
Diving,montreal-1976,10m platform women,Women,SILVER,Athlete,,Ulrika KNAPE-LINDBERGH,Sweden,SE
Diving,montreal-1976,10m platform women,Women,BRONZE,Athlete,,Deborah Keplar WILSON,United States of America,US
Diving,montreal-1976,3m springboard men,Men,GOLD,Athlete,,Philip George BOGGS,United States of America,US
Diving,montreal-1976,3m springboard men,Men,SILVER,Athlete,,Giorgio Franco CAGNOTTO,Italy,IT
Diving,montreal-1976,3m springboard men,Men,BRONZE,Athlete,,Aleksandr KOSENKOV,Soviet Union,
Diving,montreal-1976,10m platform men,Men,GOLD,Athlete,,Klaus DIBIASI,Italy,IT
Diving,montreal-1976,10m platform men,Men,SILVER,Athlete,,Gregory LOUGANIS,United States of America,US
Diving,montreal-1976,10m platform men,Men,BRONZE,Athlete,,Vladimir Aleynik,Soviet Union,
Hockey,montreal-1976,hockey men,Men,GOLD,GameTeam,New Zealand team,,New Zealand,NZ
Hockey,montreal-1976,hockey men,Men,SILVER,GameTeam,Australia team,,Australia,AU
Hockey,montreal-1976,hockey men,Men,BRONZE,GameTeam,Pakistan team,,Pakistan,PK
Rowing,montreal-1976,eight with coxswain 8 men,Men,GOLD,GameTeam,East Germany team,,German Democratic Republic (Germany),DDDE
Rowing,montreal-1976,eight with coxswain 8 men,Men,SILVER,GameTeam,Great Britain team,,Great Britain,GB
Rowing,montreal-1976,eight with coxswain 8 men,Men,BRONZE,GameTeam,New Zealand team,,New Zealand,NZ
Rowing,montreal-1976,single sculls 1x men,Men,GOLD,Athlete,,Pertti KARPPINEN,Finland,FI
Rowing,montreal-1976,single sculls 1x men,Men,SILVER,Athlete,,Peter-Michael KOLBE,Federal Republic of Germany,DE
Rowing,montreal-1976,single sculls 1x men,Men,BRONZE,Athlete,,Joachim DREIFKE,German Democratic Republic (Germany),DDDE
Rowing,montreal-1976,pair without coxswain 2 women,Women,GOLD,GameTeam,Bulgaria team,Siyka Kelbecheva-Barbulova,Bulgaria,BG
Rowing,montreal-1976,pair without coxswain 2 women,Women,GOLD,GameTeam,Bulgaria team,Stoyanka GRUITCHEVA-KUBATOVA,Bulgaria,BG
Rowing,montreal-1976,pair without coxswain 2 women,Women,SILVER,GameTeam,East Germany team,Angelika NOACK,German Democratic Republic (Germany),DDDE
Rowing,montreal-1976,pair without coxswain 2 women,Women,SILVER,GameTeam,East Germany team,Sabine DÄHNE,German Democratic Republic (Germany),DDDE
Rowing,montreal-1976,pair without coxswain 2 women,Women,BRONZE,GameTeam,West Germany team,Edith ECKBAUER-BAUMANN,Federal Republic of Germany,DE
Rowing,montreal-1976,pair without coxswain 2 women,Women,BRONZE,GameTeam,West Germany team,Thea EINÖDER-STRAUBE,Federal Republic of Germany,DE
Rowing,montreal-1976,four-oared shell with coxswain men,Men,GOLD,GameTeam,Soviet Union team,,Soviet Union,
Rowing,montreal-1976,four-oared shell with coxswain men,Men,SILVER,GameTeam,East Germany team,,German Democratic Republic (Germany),DDDE
Rowing,montreal-1976,four-oared shell with coxswain men,Men,BRONZE,GameTeam,West Germany team,,Federal Republic of Germany,DE
Rowing,montreal-1976,double sculls 2x men,Men,GOLD,GameTeam,Norway team,Frank HANSEN,Norway,NO
Rowing,montreal-1976,double sculls 2x men,Men,GOLD,GameTeam,Norway team,Alf John HANSEN,Norway,NO
Rowing,montreal-1976,double sculls 2x men,Men,SILVER,GameTeam,Great Britain team,Christopher BAILLIEU,Great Britain,GB
Rowing,montreal-1976,double sculls 2x men,Men,SILVER,GameTeam,Great Britain team,Michael John HART,Great Britain,GB
Rowing,montreal-1976,double sculls 2x men,Men,BRONZE,GameTeam,East Germany team,Hans-Ulrich SCHMIED,German Democratic Republic (Germany),DDDE
Rowing,montreal-1976,double sculls 2x men,Men,BRONZE,GameTeam,East Germany team,Jürgen BERTOW,German Democratic Republic (Germany),DDDE
Rowing,montreal-1976,quadruple sculls without coxsw men,Men,GOLD,GameTeam,East Germany team,,German Democratic Republic (Germany),DDDE
Rowing,montreal-1976,quadruple sculls without coxsw men,Men,SILVER,GameTeam,Soviet Union team,,Soviet Union,
Rowing,montreal-1976,quadruple sculls without coxsw men,Men,BRONZE,GameTeam,Czechoslovakia team,,Czechoslovakia,CSHH
Rowing,montreal-1976,fouroared shell with coxswain 4 women,Women,GOLD,GameTeam,East Germany team,,German Democratic Republic (Germany),DDDE
Rowing,montreal-1976,fouroared shell with coxswain 4 women,Women,SILVER,GameTeam,Bulgaria team,,Bulgaria,BG
Rowing,montreal-1976,fouroared shell with coxswain 4 women,Women,BRONZE,GameTeam,Soviet Union team,,Soviet Union,
Rowing,montreal-1976,quadruple sculls with coxswain women,Women,GOLD,GameTeam,East Germany team,,German Democratic Republic (Germany),DDDE
Rowing,montreal-1976,quadruple sculls with coxswain women,Women,SILVER,GameTeam,Soviet Union team,,Soviet Union,
Rowing,montreal-1976,quadruple sculls with coxswain women,Women,BRONZE,GameTeam,Romania team,,Romania,RO
Rowing,montreal-1976,eight with coxswain 8 women,Women,GOLD,GameTeam,East Germany team,,German Democratic Republic (Germany),DDDE
Rowing,montreal-1976,eight with coxswain 8 women,Women,SILVER,GameTeam,Soviet Union team,,Soviet Union,
Rowing,montreal-1976,eight with coxswain 8 women,Women,BRONZE,GameTeam,United States team,,United States of America,US
Rowing,montreal-1976,pair-oared shell with coxswain men,Men,GOLD,GameTeam,East Germany team,,German Democratic Republic (Germany),DDDE
Rowing,montreal-1976,pair-oared shell with coxswain men,Men,SILVER,GameTeam,Soviet Union team,,Soviet Union,
Rowing,montreal-1976,pair-oared shell with coxswain men,Men,BRONZE,GameTeam,Czechoslovakia team,,Czechoslovakia,CSHH
Rowing,montreal-1976,pair without coxswain 2 men,Men,GOLD,GameTeam,East Germany team,Jörg LANDVOIGT,German Democratic Republic (Germany),DDDE
Rowing,montreal-1976,pair without coxswain 2 men,Men,GOLD,GameTeam,East Germany team,Bernd LANDVOIGT,German Democratic Republic (Germany),DDDE
Rowing,montreal-1976,pair without coxswain 2 men,Men,SILVER,GameTeam,United States team,Calvin Thomas COFFEY,United States of America,US
Rowing,montreal-1976,pair without coxswain 2 men,Men,SILVER,GameTeam,United States team,Michael Laurence STAINES,United States of America,US
Rowing,montreal-1976,pair without coxswain 2 men,Men,BRONZE,GameTeam,West Germany team,Peter VANROYE,Federal Republic of Germany,DE
Rowing,montreal-1976,pair without coxswain 2 men,Men,BRONZE,GameTeam,West Germany team,Thomas STRAUSS,Federal Republic of Germany,DE
Rowing,montreal-1976,single sculls 1x women,Women,GOLD,Athlete,,Christine SCHEIBLICH,German Democratic Republic (Germany),DDDE
Rowing,montreal-1976,single sculls 1x women,Women,SILVER,Athlete,,Joan Louise LIND,United States of America,US
Rowing,montreal-1976,single sculls 1x women,Women,BRONZE,Athlete,,Elena ANTONOVA,Soviet Union,
Rowing,montreal-1976,double sculls 2x women,Women,GOLD,GameTeam,Bulgaria team,Svetla OTZETOVA,Bulgaria,BG
Rowing,montreal-1976,double sculls 2x women,Women,GOLD,GameTeam,Bulgaria team,Zdravka YORDANOVA,Bulgaria,BG
Rowing,montreal-1976,double sculls 2x women,Women,SILVER,GameTeam,East Germany team,Sabine JAHN,German Democratic Republic (Germany),DDDE
Rowing,montreal-1976,double sculls 2x women,Women,SILVER,GameTeam,East Germany team,Petra BOESLER,German Democratic Republic (Germany),DDDE
Rowing,montreal-1976,double sculls 2x women,Women,BRONZE,GameTeam,Soviet Union team,Leonora KAMINSKAITE,Soviet Union,
Rowing,montreal-1976,double sculls 2x women,Women,BRONZE,GameTeam,Soviet Union team,Genovaitė Ramoškienė,Soviet Union,
Rowing,montreal-1976,four without coxswain 4 men,Men,GOLD,GameTeam,East Germany team,,German Democratic Republic (Germany),DDDE
Rowing,montreal-1976,four without coxswain 4 men,Men,SILVER,GameTeam,Norway team,,Norway,NO
Rowing,montreal-1976,four without coxswain 4 men,Men,BRONZE,GameTeam,Soviet Union team,,Soviet Union,
Gymnastics Artistic,montreal-1976,individual all-round men,Men,GOLD,Athlete,,Nikolay ANDRIANOV,Soviet Union,
Gymnastics Artistic,montreal-1976,individual all-round men,Men,SILVER,Athlete,,Sawao KATO,Japan,JP
Gymnastics Artistic,montreal-1976,individual all-round men,Men,BRONZE,Athlete,,Mitsuo TSUKAHARA,Japan,JP
Gymnastics Artistic,montreal-1976,horizontal bar men,Men,GOLD,Athlete,,Mitsuo TSUKAHARA,Japan,JP
Gymnastics Artistic,montreal-1976,horizontal bar men,Men,SILVER,Athlete,,Eizo KENMOTSU,Japan,JP
Gymnastics Artistic,montreal-1976,horizontal bar men,Men,BRONZE,Athlete,,Eberhard GIENGER,Federal Republic of Germany,DE
Gymnastics Artistic,montreal-1976,horizontal bar men,Men,BRONZE,Athlete,,Henry BOERIO,France,FR
Gymnastics Artistic,montreal-1976,vault men,Men,GOLD,Athlete,,Nikolay ANDRIANOV,Soviet Union,
Gymnastics Artistic,montreal-1976,vault men,Men,SILVER,Athlete,,Mitsuo TSUKAHARA,Japan,JP
Gymnastics Artistic,montreal-1976,vault men,Men,BRONZE,Athlete,,Hiroshi KAJIYAMA,Japan,JP
Gymnastics Artistic,montreal-1976,vault women,Women,GOLD,Athlete,,Nelli KIM,Soviet Union,
Gymnastics Artistic,montreal-1976,vault women,Women,SILVER,Athlete,,Lyudmila TURISCHEVA,Soviet Union,
Gymnastics Artistic,montreal-1976,vault women,Women,SILVER,Athlete,,Carola DOMBECK,German Democratic Republic (Germany),DDDE
Gymnastics Artistic,montreal-1976,individual all-round women,Women,GOLD,Athlete,,Nadia COMANECI,Romania,RO
Gymnastics Artistic,montreal-1976,individual all-round women,Women,SILVER,Athlete,,Nelli KIM,Soviet Union,
Gymnastics Artistic,montreal-1976,individual all-round women,Women,BRONZE,Athlete,,Lyudmila TURISCHEVA,Soviet Union,
Gymnastics Artistic,montreal-1976,floor exercises women,Women,GOLD,Athlete,,Nelli KIM,Soviet Union,
Gymnastics Artistic,montreal-1976,floor exercises women,Women,SILVER,Athlete,,Lyudmila TURISCHEVA,Soviet Union,
Gymnastics Artistic,montreal-1976,floor exercises women,Women,BRONZE,Athlete,,Nadia COMANECI,Romania,RO
Gymnastics Artistic,montreal-1976,uneven bars women,Women,GOLD,Athlete,,Nadia COMANECI,Romania,RO
Gymnastics Artistic,montreal-1976,uneven bars women,Women,SILVER,Athlete,,Teodora UNGUREANU,Romania,RO
Gymnastics Artistic,montreal-1976,uneven bars women,Women,BRONZE,Athlete,,Marta EGERVARI,Hungary,HU
Gymnastics Artistic,montreal-1976,parallel bars men,Men,GOLD,Athlete,,Sawao KATO,Japan,JP
Gymnastics Artistic,montreal-1976,parallel bars men,Men,SILVER,Athlete,,Nikolay ANDRIANOV,Soviet Union,
Gymnastics Artistic,montreal-1976,parallel bars men,Men,BRONZE,Athlete,,Mitsuo TSUKAHARA,Japan,JP
Gymnastics Artistic,montreal-1976,balance beam women,Women,GOLD,Athlete,,Nadia COMANECI,Romania,RO
Gymnastics Artistic,montreal-1976,balance beam women,Women,SILVER,Athlete,,Olga KORBUT,Soviet Union,
Gymnastics Artistic,montreal-1976,balance beam women,Women,BRONZE,Athlete,,Teodora UNGUREANU,Romania,RO
Gymnastics Artistic,montreal-1976,rings men,Men,GOLD,Athlete,,Nikolay ANDRIANOV,Soviet Union,
Gymnastics Artistic,montreal-1976,rings men,Men,SILVER,Athlete,,Aleksandr DITYATIN,Soviet Union,
Gymnastics Artistic,montreal-1976,rings men,Men,BRONZE,Athlete,,Danut GRECU,Romania,RO
Gymnastics Artistic,montreal-1976,floor exercises men,Men,GOLD,Athlete,,Nikolay ANDRIANOV,Soviet Union,
Gymnastics Artistic,montreal-1976,floor exercises men,Men,SILVER,Athlete,,Vladimir MARCHENKO,Soviet Union,
Gymnastics Artistic,montreal-1976,floor exercises men,Men,BRONZE,Athlete,,Peter Martin KORMANN,United States of America,US
Gymnastics Artistic,montreal-1976,pommel horse men,Men,GOLD,Athlete,,Zoltan MAGYAR,Hungary,HU
Gymnastics Artistic,montreal-1976,pommel horse men,Men,SILVER,Athlete,,Eizo KENMOTSU,Japan,JP
Gymnastics Artistic,montreal-1976,pommel horse men,Men,BRONZE,Athlete,,Nikolay ANDRIANOV,Soviet Union,
Gymnastics Artistic,montreal-1976,pommel horse men,Men,BRONZE,Athlete,,Michael NIKOLAY,German Democratic Republic (Germany),DDDE
Gymnastics Artistic,montreal-1976,team competition women,Women,GOLD,GameTeam,Soviet Union team,,Soviet Union,
Gymnastics Artistic,montreal-1976,team competition women,Women,SILVER,GameTeam,Romania team,,Romania,RO
Gymnastics Artistic,montreal-1976,team competition women,Women,BRONZE,GameTeam,East Germany team,,German Democratic Republic (Germany),DDDE
Gymnastics Artistic,montreal-1976,Team All-Around Men,Men,GOLD,GameTeam,Japan team,,Japan,JP
Gymnastics Artistic,montreal-1976,Team All-Around Men,Men,SILVER,GameTeam,Soviet Union team,,Soviet Union,
Gymnastics Artistic,montreal-1976,Team All-Around Men,Men,BRONZE,GameTeam,East Germany team,,German Democratic Republic (Germany),DDDE
Boxing,montreal-1976,81kg heavyweight men,Men,GOLD,Athlete,,Teofilo STEVENSON,Cuba,CU
Boxing,montreal-1976,81kg heavyweight men,Men,SILVER,Athlete,,Mircea SIMON,Romania,RO
Boxing,montreal-1976,81kg heavyweight men,Men,BRONZE,Athlete,,John TATE,United States of America,US
Boxing,montreal-1976,81kg heavyweight men,Men,BRONZE,Athlete,,Clarence HILL,Bermuda,BM
Boxing,montreal-1976,63.5-67kg welterweight men,Men,GOLD,Athlete,,Jochen BACHFELD,German Democratic Republic (Germany),DDDE
Boxing,montreal-1976,63.5-67kg welterweight men,Men,SILVER,Athlete,,Pedro José GAMARRO,Venezuela,VE
Boxing,montreal-1976,63.5-67kg welterweight men,Men,BRONZE,Athlete,,Reinhard SKRICEK,Federal Republic of Germany,DE
Boxing,montreal-1976,63.5-67kg welterweight men,Men,BRONZE,Athlete,,Victor ZILBERMAN,Romania,RO
Boxing,montreal-1976,75-81kg lightheavyweight men,Men,GOLD,Athlete,,"Leonard, Jr. SPINKS",United States of America,US
Boxing,montreal-1976,75-81kg lightheavyweight men,Men,SILVER,Athlete,,Sixto SORIA CABRERA,Cuba,CU
Boxing,montreal-1976,75-81kg lightheavyweight men,Men,BRONZE,Athlete,,Janusz GORTAT,Poland,PL
Boxing,montreal-1976,75-81kg lightheavyweight men,Men,BRONZE,Athlete,,Costica DAFINOIU,Romania,RO
Boxing,montreal-1976,54-57kg featherweight men,Men,GOLD,Athlete,,Angel HERRERA VERA,Cuba,CU
Boxing,montreal-1976,54-57kg featherweight men,Men,SILVER,Athlete,,Richard NOWAKOWSKI,German Democratic Republic (Germany),DDDE
Boxing,montreal-1976,54-57kg featherweight men,Men,BRONZE,Athlete,,Leszek KOSEDOWSKI,Poland,PL
Boxing,montreal-1976,54-57kg featherweight men,Men,BRONZE,Athlete,,Juan PAREDES,Mexico,MX
Boxing,montreal-1976,71-75kg men,Men,GOLD,Athlete,,Michael L. SPINKS,United States of America,US
Boxing,montreal-1976,71-75kg men,Men,SILVER,Athlete,,Rufat RISKIEV,Soviet Union,
Boxing,montreal-1976,71-75kg men,Men,BRONZE,Athlete,,Alexandru NASTAC,Romania,RO
Boxing,montreal-1976,71-75kg men,Men,BRONZE,Athlete,,Luis Felipe MARTINEZ SANCHEZ,Cuba,CU
Boxing,montreal-1976,67  71kg lightmiddleweight men,Men,GOLD,Athlete,,Jerzy RYBICKI,Poland,PL
Boxing,montreal-1976,67  71kg lightmiddleweight men,Men,SILVER,Athlete,,Tadija KACAR,Yugoslavia,YUCS
Boxing,montreal-1976,67  71kg lightmiddleweight men,Men,BRONZE,Athlete,,Viktor SAVCHENKO,Soviet Union,
Boxing,montreal-1976,67  71kg lightmiddleweight men,Men,BRONZE,Athlete,,Rolando GARBEY,Cuba,CU
Boxing,montreal-1976,60-63.5kg lightwelterweigh men,Men,GOLD,Athlete,,Ray Charles LEONARD,United States of America,US
Boxing,montreal-1976,60-63.5kg lightwelterweigh men,Men,SILVER,Athlete,,Andres ALDAMA CABRERA,Cuba,CU
Boxing,montreal-1976,60-63.5kg lightwelterweigh men,Men,BRONZE,Athlete,,Vladimir KOLEV,Bulgaria,BG
Boxing,montreal-1976,60-63.5kg lightwelterweigh men,Men,BRONZE,Athlete,,Kazimierz SZCZERBA,Poland,PL
Boxing,montreal-1976,48kg lightflyweight men,Men,GOLD,Athlete,,Jorge HERNANDEZ PADRON,Cuba,CU
Boxing,montreal-1976,48kg lightflyweight men,Men,SILVER,Athlete,,Byong Uk LI,Democratic People's Republic of Korea,KP
Boxing,montreal-1976,48kg lightflyweight men,Men,BRONZE,Athlete,,Payao POOLTARAT,Thailand,TH
Boxing,montreal-1976,48kg lightflyweight men,Men,BRONZE,Athlete,,Orlando MALDONADO,Puerto Rico,PR
Boxing,montreal-1976,57-60kg lightweight men,Men,GOLD,Athlete,,"Howard Edward, Jr. DAVIS",United States of America,US
Boxing,montreal-1976,57-60kg lightweight men,Men,SILVER,Athlete,,Simion CUTOV,Romania,RO
Boxing,montreal-1976,57-60kg lightweight men,Men,BRONZE,Athlete,,Vasili SOLOMIN,Soviet Union,
Boxing,montreal-1976,57-60kg lightweight men,Men,BRONZE,Athlete,,Ace RUSEVSKI,Yugoslavia,YUCS
Boxing,montreal-1976,48-51kg flyweight men,Men,GOLD,Athlete,,Leonard RANDOLPH,United States of America,US
Boxing,montreal-1976,48-51kg flyweight men,Men,SILVER,Athlete,,Ramon DUVALON CARRION,Cuba,CU
Boxing,montreal-1976,48-51kg flyweight men,Men,BRONZE,Athlete,,David TOROSYAN,Soviet Union,
Boxing,montreal-1976,48-51kg flyweight men,Men,BRONZE,Athlete,,Leszek BLAZYNSKI,Poland,PL
Boxing,montreal-1976,51-54kg bantamweight men,Men,GOLD,Athlete,,Yong-Ju GU,Democratic People's Republic of Korea,KP
Boxing,montreal-1976,51-54kg bantamweight men,Men,SILVER,Athlete,,Charles Michael MOONEY,United States of America,US
Boxing,montreal-1976,51-54kg bantamweight men,Men,BRONZE,Athlete,,Patrick COWDELL,Great Britain,GB
Boxing,montreal-1976,51-54kg bantamweight men,Men,BRONZE,Athlete,,Viktor RYBAKOV,Soviet Union,
Wrestling,montreal-1976,"Bantamweight, Greco-Roman (??7 kilograms) Men",Men,GOLD,Athlete,,Pertti Olavi UKKOLA,Finland,FI
Wrestling,montreal-1976,"Bantamweight, Greco-Roman (??7 kilograms) Men",Men,SILVER,Athlete,,Ivan FRGIC,Yugoslavia,YUCS
Wrestling,montreal-1976,"Bantamweight, Greco-Roman (??7 kilograms) Men",Men,BRONZE,Athlete,,Farkhad MUSTAFIN,Soviet Union,
Wrestling,montreal-1976,"Middleweight, Greco-Roman (??2 kilograms) Men",Men,GOLD,Athlete,,Momir PETKOVIC,Yugoslavia,YUCS
Wrestling,montreal-1976,"Middleweight, Greco-Roman (??2 kilograms) Men",Men,SILVER,Athlete,,Vladimir CHEBOKSAROV,Soviet Union,
Wrestling,montreal-1976,"Middleweight, Greco-Roman (??2 kilograms) Men",Men,BRONZE,Athlete,,Ivan KOLEV,Bulgaria,BG
Wrestling,montreal-1976,"Light-Flyweight, Freestyle (??8 kilograms) Men",Men,GOLD,Athlete,,Khasan Isaev,Bulgaria,BG
Wrestling,montreal-1976,"Light-Flyweight, Freestyle (??8 kilograms) Men",Men,SILVER,Athlete,,Roman DMITRIEV,Soviet Union,
Wrestling,montreal-1976,"Light-Flyweight, Freestyle (??8 kilograms) Men",Men,BRONZE,Athlete,,Akira KUDO,Japan,JP
Wrestling,montreal-1976,"Heavyweight, Greco-Roman (??00 kilograms) Men",Men,GOLD,Athlete,,Nikolai BALBOSHIN,Soviet Union,
Wrestling,montreal-1976,"Heavyweight, Greco-Roman (??00 kilograms) Men",Men,SILVER,Athlete,,Kamen GORANOV,Bulgaria,BG
Wrestling,montreal-1976,"Heavyweight, Greco-Roman (??00 kilograms) Men",Men,BRONZE,Athlete,,Andrzej SKRZYDLEWSKI,Poland,PL
Wrestling,montreal-1976,"Lightweight, Greco-Roman (??8 kilograms) Men",Men,GOLD,Athlete,,Suren NALBANDYAN,Soviet Union,
Wrestling,montreal-1976,"Lightweight, Greco-Roman (??8 kilograms) Men",Men,SILVER,Athlete,,Stefan RUSU,Romania,RO
Wrestling,montreal-1976,"Lightweight, Greco-Roman (??8 kilograms) Men",Men,BRONZE,Athlete,,Heinz-Helmut WEHLING,German Democratic Republic (Germany),DDDE
Wrestling,montreal-1976,"Bantamweight, Freestyle (??7 kilograms) Men",Men,GOLD,Athlete,,Vladimir YUMIN,Soviet Union,
Wrestling,montreal-1976,"Bantamweight, Freestyle (??7 kilograms) Men",Men,SILVER,Athlete,,Hans-Dieter BRÜCHERT,German Democratic Republic (Germany),DDDE
Wrestling,montreal-1976,"Bantamweight, Freestyle (??7 kilograms) Men",Men,BRONZE,Athlete,,Masao ARAI,Japan,JP
Wrestling,montreal-1976,"Featherweight, Greco-Roman (??2 kilograms) Men",Men,GOLD,Athlete,,Kazimierz LIPIEN,Poland,PL
Wrestling,montreal-1976,"Featherweight, Greco-Roman (??2 kilograms) Men",Men,SILVER,Athlete,,Nelson DAVIDYAN,Soviet Union,
Wrestling,montreal-1976,"Featherweight, Greco-Roman (??2 kilograms) Men",Men,BRONZE,Athlete,,Laszlo RECZI,Hungary,HU
Wrestling,montreal-1976,"Featherweight, Freestyle (??2 kilograms) Men",Men,GOLD,Athlete,,Jeong-Mo Yang,Republic of Korea,KR
Wrestling,montreal-1976,"Featherweight, Freestyle (??2 kilograms) Men",Men,SILVER,Athlete,,Oidov Zevegiin,Mongolia,MN
Wrestling,montreal-1976,"Featherweight, Freestyle (??2 kilograms) Men",Men,BRONZE,Athlete,,Eugene Lee DAVIS,United States of America,US
Wrestling,montreal-1976,"Lightweight, Freestyle (??8 kilograms) Men",Men,GOLD,Athlete,,Pavel PINIGIN,Soviet Union,
Wrestling,montreal-1976,"Lightweight, Freestyle (??8 kilograms) Men",Men,SILVER,Athlete,,Lloyd Weldon KEASER,United States of America,US
Wrestling,montreal-1976,"Lightweight, Freestyle (??8 kilograms) Men",Men,BRONZE,Athlete,,Yasaburo SUGAWARA,Japan,JP
Wrestling,montreal-1976,"Light-Heavyweight, Freestyle (??0 kilograms) Men",Men,GOLD,Athlete,,Levan TEDIASHVILI,Soviet Union,
Wrestling,montreal-1976,"Light-Heavyweight, Freestyle (??0 kilograms) Men",Men,SILVER,Athlete,,Ben PETERSON,United States of America,US
Wrestling,montreal-1976,"Light-Heavyweight, Freestyle (??0 kilograms) Men",Men,BRONZE,Athlete,,Stelica MORCOV,Romania,RO
Wrestling,montreal-1976,"Light-Flyweight, Greco-Roman (??8 kilograms) Men",Men,GOLD,Athlete,,Aleksei SHUMAKOV,Soviet Union,
Wrestling,montreal-1976,"Light-Flyweight, Greco-Roman (??8 kilograms) Men",Men,SILVER,Athlete,,Gheorghe BERCEANU,Romania,RO
Wrestling,montreal-1976,"Light-Flyweight, Greco-Roman (??8 kilograms) Men",Men,BRONZE,Athlete,,Stefan ANGELOV,Bulgaria,BG
Wrestling,montreal-1976,"Light-Heavyweight, Greco-Roman (??0 kilograms) Men",Men,GOLD,Athlete,,Valeri REZANTSEV,Soviet Union,
Wrestling,montreal-1976,"Light-Heavyweight, Greco-Roman (??0 kilograms) Men",Men,SILVER,Athlete,,Stoyan IVANOV,Bulgaria,BG
Wrestling,montreal-1976,"Light-Heavyweight, Greco-Roman (??0 kilograms) Men",Men,BRONZE,Athlete,,Czeslaw KWIECINSKI,Poland,PL
Wrestling,montreal-1976,"Flyweight, Greco-Roman (??2 kilograms) Men",Men,GOLD,Athlete,,Vitali KONSTANTINOV,Soviet Union,
Wrestling,montreal-1976,"Flyweight, Greco-Roman (??2 kilograms) Men",Men,SILVER,Athlete,,Nicu GINGA,Romania,RO
Wrestling,montreal-1976,"Flyweight, Greco-Roman (??2 kilograms) Men",Men,BRONZE,Athlete,,Koichiro HIRAYAMA,Japan,JP
Wrestling,montreal-1976,"Super-Heavyweight, Freestyle (>100 kilograms) Men",Men,GOLD,Athlete,,Soslan ANDIEV,Soviet Union,
Wrestling,montreal-1976,"Super-Heavyweight, Freestyle (>100 kilograms) Men",Men,SILVER,Athlete,,Jozsef BALLA,Hungary,HU
Wrestling,montreal-1976,"Super-Heavyweight, Freestyle (>100 kilograms) Men",Men,BRONZE,Athlete,,Ladislau SIMON,Romania,RO
Wrestling,montreal-1976,"Flyweight, Freestyle (??2 kilograms) Men",Men,GOLD,Athlete,,Yuji TAKADA,Japan,JP
Wrestling,montreal-1976,"Flyweight, Freestyle (??2 kilograms) Men",Men,SILVER,Athlete,,Aleksandr IVANOV,Soviet Union,
Wrestling,montreal-1976,"Flyweight, Freestyle (??2 kilograms) Men",Men,BRONZE,Athlete,,Hae-Sup JEON,Republic of Korea,KR
Wrestling,montreal-1976,"Welterweight, Freestyle (??4 kilograms) Men",Men,GOLD,Athlete,,Jiichiro DATE,Japan,JP
Wrestling,montreal-1976,"Welterweight, Freestyle (??4 kilograms) Men",Men,SILVER,Athlete,,Mansour BARZEGAR,Islamic Republic of Iran,IR
